Subject,RT,KeyPressed,StimulusType,SyntaxCategory,Correct
11,1275,85,Sentence,Filler-Gram,FALSE
11,1019,65,Sentence,Grammatical,TRUE
11,959,85,Sentence,Filler-Gram,FALSE
11,664,65,Sentence,Grammatical,TRUE
11,1014,85,Sentence,Ungrammatical,TRUE
11,1120,65,Music,In-Key,TRUE
11,1519,85,Music,Distant-Key,TRUE
11,1045,85,Music,Distant-Key,TRUE
11,1521,85,Music,Distant-Key,TRUE
11,1095,85,Music,Distant-Key,TRUE
11,1209,85,Music,Distant-Key,TRUE
11,1252,65,Music,Distant-Key,FALSE
11,1009,65,Music,In-Key,TRUE
11,1027,85,Music,Distant-Key,TRUE
11,619,65,Music,In-Key,TRUE
11,480,65,Music,In-Key,TRUE
11,1616,65,Music,In-Key,TRUE
11,1265,85,Music,Distant-Key,TRUE
11,1209,85,Music,Distant-Key,TRUE
11,457,65,Music,In-Key,TRUE
11,721,65,Music,Distant-Key,FALSE
11,1139,85,Music,Distant-Key,TRUE
11,1157,65,Music,In-Key,TRUE
11,450,65,Music,In-Key,TRUE
11,1166,65,Music,Distant-Key,FALSE
11,1384,65,Music,In-Key,TRUE
11,983,65,Music,In-Key,TRUE
11,1405,85,Music,Distant-Key,TRUE
11,1210,85,Music,Distant-Key,TRUE
11,1008,85,Music,Distant-Key,TRUE
11,662,85,Music,Distant-Key,TRUE
11,1014,65,Music,In-Key,TRUE
11,673,85,Music,Distant-Key,TRUE
11,950,65,Music,In-Key,TRUE
11,1380,65,Music,Distant-Key,FALSE
11,1900,85,Music,Distant-Key,TRUE
11,1163,85,Music,Distant-Key,TRUE
11,1006,85,Music,Distant-Key,TRUE
11,969,65,Music,In-Key,TRUE
11,1769,65,Music,In-Key,TRUE
11,886,85,Music,Distant-Key,TRUE
11,878,65,Sentence,Grammatical,TRUE
11,1383,85,Sentence,Ungrammatical,TRUE
11,706,65,Sentence,Grammatical,TRUE
11,909,85,Sentence,Filler-Gram,FALSE
11,790,85,Sentence,Filler-Gram,FALSE
11,1023,65,Sentence,Grammatical,TRUE
11,599,65,Sentence,Grammatical,TRUE
11,1085,85,Sentence,Ungrammatical,TRUE
11,859,85,Sentence,Ungrammatical,TRUE
11,1428,65,Sentence,Filler-Ungram,FALSE
11,1007,85,Sentence,Filler-Gram,FALSE
11,1012,65,Sentence,Grammatical,TRUE
11,1303,85,Sentence,Filler-Gram,FALSE
11,2193,85,Sentence,Filler-Ungram,TRUE
11,1037,85,Sentence,Ungrammatical,TRUE
11,972,65,Sentence,Grammatical,TRUE
11,1391,65,Sentence,Filler-Ungram,FALSE
11,1312,65,Sentence,Filler-Ungram,FALSE
11,1177,85,Sentence,Ungrammatical,TRUE
11,1612,65,Sentence,Grammatical,TRUE
11,1696,65,Sentence,Grammatical,TRUE
11,1685,65,Sentence,Filler-Ungram,FALSE
11,1138,65,Sentence,Grammatical,TRUE
11,1192,85,Sentence,Ungrammatical,TRUE
11,933,85,Sentence,Ungrammatical,TRUE
11,892,85,Sentence,Ungrammatical,TRUE
11,1199,85,Sentence,Ungrammatical,TRUE
11,943,65,Sentence,Filler-Ungram,FALSE
11,1060,85,Sentence,Ungrammatical,TRUE
11,1292,65,Sentence,Filler-Ungram,FALSE
11,895,65,Sentence,Filler-Ungram,FALSE
11,1000,85,Sentence,Ungrammatical,TRUE
11,1335,85,Sentence,Ungrammatical,TRUE
11,985,65,Sentence,Grammatical,TRUE
12,1443,65,Sentence,Grammatical,TRUE
12,1271,85,Sentence,Ungrammatical,TRUE
12,663,65,Sentence,Grammatical,TRUE
12,658,65,Sentence,Grammatical,TRUE
12,822,85,Sentence,Filler-Gram,FALSE
12,513,65,Sentence,Grammatical,TRUE
12,3397,65,Sentence,Grammatical,TRUE
12,686,65,Sentence,Grammatical,TRUE
12,750,85,Sentence,Ungrammatical,TRUE
12,1020,85,Sentence,Ungrammatical,TRUE
12,749,65,Sentence,Grammatical,TRUE
12,966,85,Sentence,Filler-Gram,FALSE
12,2109,85,Sentence,Filler-Ungram,TRUE
12,949,65,Sentence,Grammatical,TRUE
12,1535,85,Sentence,Filler-Gram,FALSE
12,676,65,Sentence,Grammatical,TRUE
12,1594,85,Sentence,Ungrammatical,TRUE
12,857,65,Sentence,Grammatical,TRUE
12,549,85,Sentence,Ungrammatical,TRUE
12,4999,85,Sentence,Filler-Ungram,TRUE
12,1110,85,Sentence,Filler-Gram,FALSE
12,684,85,Sentence,Filler-Gram,FALSE
12,1929,85,Sentence,Filler-Gram,FALSE
12,726,65,Sentence,Grammatical,TRUE
12,738,85,Sentence,Ungrammatical,TRUE
12,2848,65,Sentence,Filler-Ungram,FALSE
12,1911,85,Sentence,Ungrammatical,TRUE
12,1306,65,Sentence,Grammatical,TRUE
12,1869,85,Sentence,Ungrammatical,TRUE
12,1082,85,Sentence,Filler-Gram,FALSE
12,2212,85,Sentence,Ungrammatical,TRUE
12,6692,65,Sentence,Filler-Ungram,FALSE
12,2310,65,Sentence,Filler-Ungram,FALSE
12,1372,85,Music,Distant-Key,TRUE
12,1720,85,Music,Distant-Key,TRUE
12,1029,65,Music,In-Key,TRUE
12,742,85,Music,Distant-Key,TRUE
12,1627,65,Music,In-Key,TRUE
12,845,85,Music,Distant-Key,TRUE
12,3084,65,Music,In-Key,TRUE
12,630,65,Music,In-Key,TRUE
12,796,85,Music,Distant-Key,TRUE
12,2304,85,Music,Distant-Key,TRUE
12,1000,85,Music,Distant-Key,TRUE
12,503,65,Music,In-Key,TRUE
12,731,65,Music,Distant-Key,FALSE
12,900,65,Music,In-Key,TRUE
12,663,65,Music,In-Key,TRUE
12,636,85,Music,In-Key,FALSE
12,758,65,Music,In-Key,TRUE
12,439,85,Music,Distant-Key,TRUE
12,518,65,Music,Distant-Key,FALSE
12,704,65,Music,In-Key,TRUE
12,874,65,Music,Distant-Key,FALSE
12,1064,85,Music,Distant-Key,TRUE
12,1170,65,Music,In-Key,TRUE
12,958,65,Music,In-Key,TRUE
12,3767,85,Music,Distant-Key,TRUE
12,1637,85,Music,Distant-Key,TRUE
12,970,65,Music,In-Key,TRUE
12,1563,85,Music,Distant-Key,TRUE
12,885,65,Music,In-Key,TRUE
12,555,65,Music,In-Key,TRUE
12,475,65,Music,Distant-Key,FALSE
12,321,65,Music,In-Key,TRUE
12,354,65,Music,Distant-Key,FALSE
12,626,85,Music,Distant-Key,TRUE
12,507,65,Music,Distant-Key,FALSE
12,1926,65,Music,In-Key,TRUE
12,1982,85,Sentence,Ungrammatical,TRUE
12,962,65,Sentence,Filler-Ungram,FALSE
12,868,65,Sentence,Grammatical,TRUE
12,697,65,Sentence,Filler-Ungram,FALSE
12,903,85,Sentence,Ungrammatical,TRUE
12,1004,85,Sentence,Filler-Gram,FALSE
12,546,65,Sentence,Filler-Gram,TRUE
12,1722,85,Sentence,Ungrammatical,TRUE
12,858,65,Sentence,Grammatical,TRUE
12,527,85,Sentence,Ungrammatical,TRUE
12,5423,85,Sentence,Filler-Gram,FALSE
12,4255,85,Sentence,Filler-Ungram,TRUE
12,737,85,Sentence,Ungrammatical,TRUE
12,2780,85,Sentence,Ungrammatical,TRUE
12,744,85,Sentence,Ungrammatical,TRUE
12,900,85,Sentence,Filler-Gram,FALSE
12,583,85,Sentence,Ungrammatical,TRUE
12,403,85,Sentence,Ungrammatical,TRUE
12,1074,65,Sentence,Filler-Ungram,FALSE
12,416,65,Sentence,Filler-Ungram,FALSE
12,982,85,Sentence,Ungrammatical,TRUE
12,724,85,Sentence,Ungrammatical,TRUE
12,2823,85,Sentence,Filler-Gram,FALSE
12,397,65,Sentence,Grammatical,TRUE
12,696,85,Sentence,Filler-Gram,FALSE
12,615,65,Sentence,Grammatical,TRUE
12,738,85,Sentence,Ungrammatical,TRUE
12,980,85,Sentence,Ungrammatical,TRUE
12,433,65,Sentence,Grammatical,TRUE
12,760,65,Sentence,Filler-Ungram,FALSE
12,457,65,Sentence,Grammatical,TRUE
12,1088,65,Sentence,Grammatical,TRUE
12,1163,65,Sentence,Filler-Ungram,FALSE
12,710,85,Music,Distant-Key,TRUE
12,705,85,Music,Distant-Key,TRUE
12,524,65,Music,In-Key,TRUE
12,1241,65,Music,In-Key,TRUE
12,771,65,Music,In-Key,TRUE
12,530,65,Music,In-Key,TRUE
12,492,65,Music,In-Key,TRUE
12,2094,65,Music,Distant-Key,FALSE
12,682,65,Music,Distant-Key,FALSE
12,731,65,Music,Distant-Key,FALSE
12,924,65,Music,In-Key,TRUE
12,1265,85,Music,Distant-Key,TRUE
12,884,65,Music,Distant-Key,FALSE
12,725,65,Music,In-Key,TRUE
12,555,85,Music,Distant-Key,TRUE
12,1547,85,Music,Distant-Key,TRUE
12,512,85,Music,Distant-Key,TRUE
12,412,65,Music,In-Key,TRUE
12,1388,65,Music,In-Key,TRUE
12,661,85,Music,Distant-Key,TRUE
12,729,65,Music,Distant-Key,FALSE
12,634,85,Music,Distant-Key,TRUE
12,1266,65,Music,In-Key,TRUE
12,892,65,Music,In-Key,TRUE
12,814,65,Music,Distant-Key,FALSE
12,467,65,Music,In-Key,TRUE
12,496,85,Music,Distant-Key,TRUE
12,1682,65,Music,In-Key,TRUE
12,700,65,Music,In-Key,TRUE
12,425,65,Music,Distant-Key,FALSE
12,524,65,Music,In-Key,TRUE
12,697,65,Music,Distant-Key,FALSE
12,2635,65,Music,In-Key,TRUE
12,956,65,Music,In-Key,TRUE
12,1534,65,Music,In-Key,TRUE
12,436,65,Music,In-Key,TRUE
12,1041,85,Sentence,Ungrammatical,TRUE
12,699,65,Sentence,Filler-Gram,TRUE
12,515,65,Sentence,Filler-Ungram,FALSE
12,1424,85,Sentence,Ungrammatical,TRUE
12,528,85,Sentence,Ungrammatical,TRUE
12,429,85,Sentence,Ungrammatical,TRUE
12,1312,65,Sentence,Grammatical,TRUE
12,815,85,Sentence,Filler-Gram,FALSE
12,2201,65,Sentence,Filler-Gram,TRUE
12,426,65,Sentence,Filler-Ungram,FALSE
12,788,85,Sentence,Ungrammatical,TRUE
12,354,65,Sentence,Grammatical,TRUE
12,302,65,Sentence,Grammatical,TRUE
12,421,65,Sentence,Grammatical,TRUE
12,488,65,Sentence,Grammatical,TRUE
12,422,65,Sentence,Grammatical,TRUE
12,337,65,Sentence,Grammatical,TRUE
12,473,65,Sentence,Filler-Ungram,FALSE
12,504,85,Sentence,Filler-Gram,FALSE
12,758,65,Sentence,Filler-Gram,TRUE
12,364,85,Sentence,Ungrammatical,TRUE
12,2128,65,Sentence,Filler-Ungram,FALSE
12,420,65,Sentence,Grammatical,TRUE
12,469,65,Sentence,Filler-Ungram,FALSE
12,592,85,Sentence,Ungrammatical,TRUE
12,3387,85,Sentence,Filler-Gram,FALSE
12,318,65,Sentence,Grammatical,TRUE
12,489,65,Sentence,Filler-Ungram,FALSE
12,741,65,Sentence,Filler-Ungram,FALSE
12,854,85,Sentence,Filler-Gram,FALSE
12,666,65,Sentence,Grammatical,TRUE
12,651,65,Sentence,Filler-Ungram,FALSE
12,1902,85,Sentence,Ungrammatical,TRUE
12,574,65,Sentence,Grammatical,TRUE
13,1294,85,Sentence,Ungrammatical,TRUE
13,1949,85,Sentence,Ungrammatical,TRUE
13,1515,65,Sentence,Grammatical,TRUE
13,304,85,Sentence,Filler-Gram,FALSE
13,895,65,Sentence,Filler-Ungram,FALSE
13,958,85,Sentence,Ungrammatical,TRUE
13,839,65,Sentence,Grammatical,TRUE
13,696,65,Sentence,Grammatical,TRUE
13,817,85,Sentence,Filler-Gram,FALSE
13,509,65,Sentence,Filler-Ungram,FALSE
13,697,85,Sentence,Ungrammatical,TRUE
13,1013,85,Sentence,Filler-Gram,FALSE
13,747,65,Sentence,Filler-Ungram,FALSE
13,1612,85,Sentence,Filler-Gram,FALSE
13,1048,85,Sentence,Ungrammatical,TRUE
13,1322,65,Sentence,Filler-Ungram,FALSE
13,19,85,Sentence,Filler-Gram,FALSE
13,732,85,Sentence,Ungrammatical,TRUE
13,226,65,Sentence,Grammatical,TRUE
13,222,85,Sentence,Filler-Gram,FALSE
13,352,85,Sentence,Ungrammatical,TRUE
13,206,85,Sentence,Ungrammatical,TRUE
13,483,65,Sentence,Filler-Ungram,FALSE
13,84,65,Sentence,Grammatical,TRUE
13,1164,85,Sentence,Filler-Gram,FALSE
13,787,85,Sentence,Ungrammatical,TRUE
13,1211,65,Sentence,Grammatical,TRUE
13,478,85,Sentence,Filler-Gram,FALSE
13,287,65,Sentence,Filler-Ungram,FALSE
13,525,65,Sentence,Filler-Ungram,FALSE
13,1184,65,Sentence,Grammatical,TRUE
13,340,85,Sentence,Filler-Gram,FALSE
13,1016,85,Sentence,Ungrammatical,TRUE
13,1573,85,Music,Distant-Key,TRUE
13,720,85,Music,Distant-Key,TRUE
13,1955,65,Music,In-Key,TRUE
13,1741,65,Music,In-Key,TRUE
13,1739,65,Music,In-Key,TRUE
13,1081,85,Music,In-Key,FALSE
13,752,85,Music,Distant-Key,TRUE
13,1339,65,Music,In-Key,TRUE
13,552,85,Music,Distant-Key,TRUE
13,1111,65,Music,In-Key,TRUE
13,398,85,Music,Distant-Key,TRUE
13,2678,85,Music,In-Key,FALSE
13,1167,65,Music,In-Key,TRUE
13,1113,85,Music,Distant-Key,TRUE
13,1268,65,Music,In-Key,TRUE
13,1147,85,Music,Distant-Key,TRUE
13,1109,85,Music,Distant-Key,TRUE
13,555,65,Music,In-Key,TRUE
13,2222,65,Music,In-Key,TRUE
13,1383,85,Music,Distant-Key,TRUE
13,606,85,Music,Distant-Key,TRUE
13,1231,85,Music,Distant-Key,TRUE
13,1670,85,Music,In-Key,FALSE
13,1425,85,Music,Distant-Key,TRUE
13,1611,65,Music,Distant-Key,FALSE
13,805,85,Music,Distant-Key,TRUE
13,1518,65,Music,In-Key,TRUE
13,1025,65,Music,In-Key,TRUE
13,1171,85,Music,Distant-Key,TRUE
13,625,85,Music,Distant-Key,TRUE
13,1389,85,Music,Distant-Key,TRUE
13,1430,65,Music,In-Key,TRUE
13,793,65,Music,Distant-Key,FALSE
13,1030,65,Music,In-Key,TRUE
13,911,65,Music,In-Key,TRUE
13,882,85,Music,In-Key,FALSE
13,2131,65,Sentence,Filler-Ungram,FALSE
13,2170,65,Sentence,Filler-Ungram,FALSE
13,2164,65,Sentence,Filler-Ungram,FALSE
13,897,65,Sentence,Grammatical,TRUE
13,1212,85,Sentence,Filler-Gram,FALSE
13,870,65,Sentence,Grammatical,TRUE
13,517,85,Sentence,Ungrammatical,TRUE
13,1343,65,Sentence,Filler-Ungram,FALSE
13,1852,85,Sentence,Ungrammatical,TRUE
13,1659,85,Sentence,Ungrammatical,TRUE
13,1422,85,Sentence,Ungrammatical,TRUE
13,567,85,Sentence,Filler-Gram,FALSE
13,1326,65,Sentence,Grammatical,TRUE
13,2144,65,Sentence,Grammatical,TRUE
13,698,85,Sentence,Filler-Ungram,TRUE
13,2921,85,Sentence,Grammatical,FALSE
13,1674,85,Sentence,Filler-Gram,FALSE
13,1927,65,Sentence,Grammatical,TRUE
13,1286,65,Sentence,Filler-Ungram,FALSE
13,1202,85,Sentence,Filler-Gram,FALSE
13,730,85,Sentence,Ungrammatical,TRUE
13,889,85,Sentence,Grammatical,FALSE
13,1403,65,Sentence,Filler-Ungram,FALSE
13,1591,65,Sentence,Filler-Ungram,FALSE
13,1508,85,Sentence,Ungrammatical,TRUE
13,634,85,Sentence,Ungrammatical,TRUE
13,1821,65,Sentence,Grammatical,TRUE
13,719,65,Sentence,Grammatical,TRUE
13,2118,85,Sentence,Ungrammatical,TRUE
13,1347,65,Sentence,Grammatical,TRUE
13,1443,85,Sentence,Ungrammatical,TRUE
13,1307,85,Sentence,Ungrammatical,TRUE
13,1014,65,Sentence,Grammatical,TRUE
13,1863,65,Music,In-Key,TRUE
13,2276,85,Music,In-Key,FALSE
13,756,85,Music,Distant-Key,TRUE
13,1434,65,Music,In-Key,TRUE
13,2367,85,Music,Distant-Key,TRUE
13,773,65,Music,In-Key,TRUE
13,1288,85,Music,Distant-Key,TRUE
13,1070,85,Music,Distant-Key,TRUE
13,1468,65,Music,In-Key,TRUE
13,2281,85,Music,Distant-Key,TRUE
13,1098,65,Music,In-Key,TRUE
13,1558,85,Music,Distant-Key,TRUE
13,1682,85,Music,In-Key,FALSE
13,3097,65,Music,In-Key,TRUE
13,1602,85,Music,Distant-Key,TRUE
13,1991,85,Music,Distant-Key,TRUE
13,721,65,Music,In-Key,TRUE
13,1603,65,Music,In-Key,TRUE
13,1338,85,Music,In-Key,FALSE
13,873,85,Music,Distant-Key,TRUE
13,1189,65,Music,In-Key,TRUE
13,986,85,Music,In-Key,FALSE
13,1701,85,Music,Distant-Key,TRUE
13,1352,85,Music,Distant-Key,TRUE
13,759,65,Music,In-Key,TRUE
13,2110,85,Music,Distant-Key,TRUE
13,1016,85,Music,In-Key,FALSE
13,823,85,Music,In-Key,FALSE
13,746,85,Music,Distant-Key,TRUE
13,861,85,Music,Distant-Key,TRUE
13,1193,85,Music,Distant-Key,TRUE
13,1081,65,Music,Distant-Key,FALSE
13,939,85,Music,Distant-Key,TRUE
13,1014,85,Music,Distant-Key,TRUE
13,1378,65,Music,In-Key,TRUE
13,2072,65,Music,In-Key,TRUE
13,1746,65,Sentence,Grammatical,TRUE
13,549,65,Sentence,Grammatical,TRUE
13,1092,65,Sentence,Grammatical,TRUE
13,1152,85,Sentence,Filler-Gram,FALSE
13,1757,65,Sentence,Grammatical,TRUE
13,1089,85,Sentence,Ungrammatical,TRUE
13,1206,85,Sentence,Filler-Gram,FALSE
13,1704,85,Sentence,Ungrammatical,TRUE
13,1697,85,Sentence,Ungrammatical,TRUE
13,1565,65,Sentence,Filler-Ungram,FALSE
13,1518,85,Sentence,Filler-Ungram,TRUE
13,1160,85,Sentence,Ungrammatical,TRUE
13,42,65,Sentence,Filler-Ungram,FALSE
13,1526,65,Sentence,Grammatical,TRUE
13,2079,65,Sentence,Filler-Ungram,FALSE
13,2359,65,Sentence,Grammatical,TRUE
13,1885,85,Sentence,Filler-Gram,FALSE
13,1418,65,Sentence,Grammatical,TRUE
13,1485,85,Sentence,Grammatical,FALSE
13,2427,85,Sentence,Grammatical,FALSE
13,578,65,Sentence,Filler-Ungram,FALSE
13,901,85,Sentence,Filler-Gram,FALSE
13,2282,85,Sentence,Ungrammatical,TRUE
13,1674,85,Sentence,Ungrammatical,TRUE
13,1793,85,Sentence,Filler-Gram,FALSE
13,1862,85,Sentence,Filler-Gram,FALSE
13,799,65,Sentence,Grammatical,TRUE
13,2483,65,Sentence,Grammatical,TRUE
13,1999,85,Sentence,Ungrammatical,TRUE
13,1518,85,Sentence,Ungrammatical,TRUE
13,901,85,Sentence,Ungrammatical,TRUE
13,2331,85,Sentence,Ungrammatical,TRUE
13,2044,85,Sentence,Filler-Gram,FALSE
13,1781,65,Sentence,Grammatical,TRUE
14,891,65,Sentence,Grammatical,TRUE
14,3950,85,Sentence,Grammatical,FALSE
14,1673,65,Sentence,Grammatical,TRUE
14,544,65,Sentence,Grammatical,TRUE
14,368,85,Sentence,Filler-Gram,FALSE
14,3040,85,Sentence,Filler-Gram,FALSE
14,3040,85,Sentence,Ungrammatical,TRUE
14,436,85,Sentence,Filler-Ungram,TRUE
14,1684,65,Sentence,Grammatical,TRUE
14,2004,65,Sentence,Ungrammatical,FALSE
14,6423,65,Sentence,Ungrammatical,FALSE
14,366,65,Sentence,Grammatical,TRUE
14,364,85,Sentence,Filler-Gram,FALSE
14,442,85,Sentence,Ungrammatical,TRUE
14,1144,85,Sentence,Ungrammatical,TRUE
14,481,65,Sentence,Grammatical,TRUE
14,361,85,Sentence,Filler-Ungram,TRUE
14,1928,65,Sentence,Grammatical,TRUE
14,398,65,Sentence,Grammatical,TRUE
14,342,85,Sentence,Ungrammatical,TRUE
14,397,65,Sentence,Grammatical,TRUE
14,329,85,Sentence,Ungrammatical,TRUE
14,1253,65,Sentence,Filler-Ungram,FALSE
14,2807,65,Sentence,Filler-Gram,TRUE
14,357,85,Sentence,Filler-Gram,FALSE
14,1927,85,Sentence,Ungrammatical,TRUE
14,346,85,Sentence,Ungrammatical,TRUE
14,2726,65,Sentence,Grammatical,TRUE
14,2279,85,Sentence,Filler-Ungram,TRUE
14,345,65,Sentence,Filler-Ungram,FALSE
14,391,85,Sentence,Filler-Gram,FALSE
14,4806,65,Sentence,Filler-Ungram,FALSE
14,1331,65,Sentence,Filler-Ungram,FALSE
14,1397,85,Music,In-Key,FALSE
14,597,65,Music,In-Key,TRUE
14,2648,85,Music,Distant-Key,TRUE
14,1716,85,Music,Distant-Key,TRUE
14,339,85,Music,In-Key,FALSE
14,722,85,Music,Distant-Key,TRUE
14,3779,65,Music,Distant-Key,FALSE
14,478,65,Music,In-Key,TRUE
14,3644,65,Music,In-Key,TRUE
14,1045,85,Music,Distant-Key,TRUE
14,4947,65,Music,In-Key,TRUE
14,312,65,Music,In-Key,TRUE
14,339,85,Music,Distant-Key,TRUE
14,552,65,Music,Distant-Key,FALSE
14,6495,85,Music,Distant-Key,TRUE
14,502,85,Music,Distant-Key,TRUE
14,688,65,Music,In-Key,TRUE
14,2332,85,Music,In-Key,FALSE
14,3816,65,Music,Distant-Key,FALSE
14,1472,65,Music,Distant-Key,FALSE
14,489,65,Music,In-Key,TRUE
14,3058,65,Music,In-Key,TRUE
14,2901,65,Music,In-Key,TRUE
14,2028,65,Music,In-Key,TRUE
14,356,85,Music,Distant-Key,TRUE
14,6534,65,Music,In-Key,TRUE
14,542,85,Music,Distant-Key,TRUE
14,524,65,Music,In-Key,TRUE
14,285,85,Music,Distant-Key,TRUE
14,2289,85,Music,Distant-Key,TRUE
14,357,65,Music,In-Key,TRUE
14,4388,65,Music,Distant-Key,FALSE
14,1831,65,Music,In-Key,TRUE
14,346,85,Music,Distant-Key,TRUE
14,511,85,Music,Distant-Key,TRUE
14,3106,85,Music,In-Key,FALSE
14,347,85,Sentence,Ungrammatical,TRUE
14,911,65,Sentence,Filler-Gram,TRUE
14,373,85,Sentence,Ungrammatical,TRUE
14,367,85,Sentence,Grammatical,FALSE
14,3047,65,Sentence,Filler-Gram,TRUE
14,409,85,Sentence,Ungrammatical,TRUE
14,360,65,Sentence,Ungrammatical,FALSE
14,1771,65,Sentence,Grammatical,TRUE
14,522,65,Sentence,Filler-Gram,TRUE
14,1058,85,Sentence,Filler-Ungram,TRUE
14,2025,65,Sentence,Grammatical,TRUE
14,289,85,Sentence,Ungrammatical,TRUE
14,1030,85,Sentence,Filler-Ungram,TRUE
14,903,65,Sentence,Grammatical,TRUE
14,763,65,Sentence,Grammatical,TRUE
14,4349,65,Sentence,Grammatical,TRUE
14,284,85,Sentence,Ungrammatical,TRUE
14,344,65,Sentence,Filler-Ungram,FALSE
14,440,65,Sentence,Grammatical,TRUE
14,1440,65,Sentence,Grammatical,TRUE
14,1325,85,Sentence,Filler-Gram,FALSE
14,361,85,Sentence,Ungrammatical,TRUE
14,525,85,Sentence,Filler-Ungram,TRUE
14,2006,85,Sentence,Filler-Gram,FALSE
14,371,65,Sentence,Filler-Ungram,FALSE
14,2687,65,Sentence,Grammatical,TRUE
14,352,85,Sentence,Ungrammatical,TRUE
14,390,85,Sentence,Filler-Ungram,TRUE
14,5602,85,Sentence,Filler-Gram,FALSE
14,683,85,Sentence,Ungrammatical,TRUE
14,1052,85,Sentence,Filler-Gram,FALSE
14,1043,85,Sentence,Filler-Gram,FALSE
14,783,85,Sentence,Ungrammatical,TRUE
14,799,65,Music,Distant-Key,FALSE
14,2102,85,Music,Distant-Key,TRUE
14,589,65,Music,In-Key,TRUE
14,446,85,Music,Distant-Key,TRUE
14,329,65,Music,In-Key,TRUE
14,4770,65,Music,In-Key,TRUE
14,616,85,Music,Distant-Key,TRUE
14,382,65,Music,In-Key,TRUE
14,4529,65,Music,Distant-Key,FALSE
14,444,65,Music,In-Key,TRUE
14,3443,85,Music,Distant-Key,TRUE
14,3704,65,Music,Distant-Key,FALSE
14,373,65,Music,In-Key,TRUE
14,3645,65,Music,In-Key,TRUE
14,266,85,Music,Distant-Key,TRUE
14,329,85,Music,Distant-Key,TRUE
14,349,85,Music,Distant-Key,TRUE
14,4946,65,Music,Distant-Key,FALSE
14,404,65,Music,In-Key,TRUE
14,687,85,Music,Distant-Key,TRUE
14,1421,65,Music,In-Key,TRUE
14,5132,85,Music,Distant-Key,TRUE
14,1459,65,Music,In-Key,TRUE
14,3802,65,Music,In-Key,TRUE
14,2938,65,Music,In-Key,TRUE
14,2279,65,Music,In-Key,TRUE
14,375,65,Music,In-Key,TRUE
14,2536,85,Music,Distant-Key,TRUE
14,3723,65,Music,Distant-Key,FALSE
14,846,65,Music,In-Key,TRUE
14,3495,85,Music,Distant-Key,TRUE
14,2847,65,Music,Distant-Key,FALSE
14,1802,65,Music,In-Key,TRUE
14,1777,85,Music,Distant-Key,TRUE
14,3784,65,Music,In-Key,TRUE
14,2723,65,Music,In-Key,TRUE
14,542,65,Sentence,Filler-Ungram,FALSE
14,1478,65,Sentence,Grammatical,TRUE
14,1825,85,Sentence,Ungrammatical,TRUE
14,356,85,Sentence,Ungrammatical,TRUE
14,790,65,Sentence,Filler-Ungram,FALSE
14,459,85,Sentence,Ungrammatical,TRUE
14,2308,65,Sentence,Filler-Ungram,FALSE
14,820,85,Sentence,Ungrammatical,TRUE
14,315,65,Sentence,Grammatical,TRUE
14,1324,65,Sentence,Grammatical,TRUE
14,3036,85,Sentence,Ungrammatical,TRUE
14,442,65,Sentence,Filler-Ungram,FALSE
14,2718,65,Sentence,Grammatical,TRUE
14,614,85,Sentence,Ungrammatical,TRUE
14,1180,85,Sentence,Filler-Ungram,TRUE
14,1771,65,Sentence,Filler-Gram,TRUE
14,365,85,Sentence,Filler-Gram,FALSE
14,3560,85,Sentence,Ungrammatical,TRUE
14,512,65,Sentence,Grammatical,TRUE
14,1977,65,Sentence,Grammatical,TRUE
14,1038,85,Sentence,Filler-Ungram,TRUE
14,611,65,Sentence,Grammatical,TRUE
14,4073,85,Sentence,Ungrammatical,TRUE
14,359,85,Sentence,Ungrammatical,TRUE
14,1449,85,Sentence,Filler-Gram,FALSE
14,1094,65,Sentence,Filler-Gram,TRUE
14,1170,85,Sentence,Ungrammatical,TRUE
14,3160,65,Sentence,Grammatical,TRUE
14,1221,85,Sentence,Filler-Gram,FALSE
14,360,85,Sentence,Ungrammatical,TRUE
14,367,85,Sentence,Filler-Ungram,TRUE
14,2246,65,Sentence,Filler-Gram,TRUE
14,2381,65,Sentence,Grammatical,TRUE
14,747,65,Sentence,Grammatical,TRUE
15,2180,65,Sentence,Grammatical,TRUE
15,1664,85,Sentence,Filler-Gram,FALSE
15,1038,65,Sentence,Grammatical,TRUE
15,2068,65,Sentence,Filler-Ungram,FALSE
15,1488,65,Sentence,Filler-Ungram,FALSE
15,987,85,Sentence,Filler-Gram,FALSE
15,895,85,Sentence,Filler-Gram,FALSE
15,784,65,Sentence,Grammatical,TRUE
15,977,85,Sentence,Ungrammatical,TRUE
15,2859,85,Sentence,Ungrammatical,TRUE
15,771,65,Sentence,Filler-Ungram,FALSE
15,1034,85,Sentence,Ungrammatical,TRUE
15,978,65,Sentence,Grammatical,TRUE
15,819,85,Sentence,Filler-Gram,FALSE
15,3144,85,Sentence,Ungrammatical,TRUE
15,1661,85,Sentence,Filler-Ungram,TRUE
15,1683,85,Sentence,Filler-Gram,FALSE
15,1798,65,Sentence,Grammatical,TRUE
15,1420,85,Sentence,Filler-Gram,FALSE
15,1217,65,Sentence,Filler-Ungram,FALSE
15,2305,85,Sentence,Ungrammatical,TRUE
15,1025,85,Sentence,Filler-Gram,FALSE
15,929,65,Sentence,Grammatical,TRUE
15,646,85,Sentence,Filler-Gram,FALSE
15,485,65,Sentence,Filler-Ungram,FALSE
